Timestamp	Business Name	Contact numbers	Business address	Email address	Web Address	Facebook Address	Service provided	Opening hours	Category	Path	LastUpdate Timestamp	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12	Column 13	Column 14	Column 15	Column 16	Column 17	Column 18	Column 19	Column 20
07/10/2025 15:31:36	Shahi Pharmacy	+880 1766 123780	 Shahi Pharmacy, Sylhet 						Pharmacy	shahi-pharmacy																	
07/10/2025 15:31:36	Medicine Shop	+880 1686 933762	1st Floor, Stadium Market, Sylhet 						Pharmacy	medicine-shop																	
07/10/2025 15:31:36	City Pharmacy	+880 1980 615303	 City Pharmacy, Majar Road, Sylhet 						Pharmacy	city-pharmacy																	
07/10/2025 15:31:36	East West Harbal Care		East West Harbal Care, Akhalia New Market, Sylhet, Akhalia New Market, Sylhet 						Pharmacy	east-west-harbal-care																	
07/10/2025 15:31:36	Maa Moni pharmacy		 Maa Moni pharmacy., Sylhet 						Pharmacy	maa-moni-pharmacy																	
07/10/2025 15:31:36	Maa-Moni Unani Chikitsaloy & Pharmacy	+880 1716 270120	Central Plaza, A/8, Central Plaza, Amberkhana, Sylhet 						Pharmacy	maamoni-unani-chikitsaloy-pharmacy																	
07/10/2025 15:31:36	Saha Kabir Drugs House Pharmacy	+880 1790 904770	 Saha Kabir Drugs House Pharmacy, Tilagor - Ambarkhana Road, Sylhet 						Pharmacy	saha-kabir-drugs-house-pharmacy																	
07/10/2025 15:31:36	Swadesh Pharmacy	+880 1771 423411	Swadesh Pharmacy, Osmani Medical Road, Madina Market, North Baghbari, Sylhet 						Pharmacy	swadesh-pharmacy																	
07/10/2025 15:31:36	Ma Medical Hall	+880 1759 597098	Stadium market, Rikabibazar Sylhet  						Pharmacy	ma-medical-hall																	
07/10/2025 15:31:36	Uposhohor chemist	+880 1772 359542	Uposhohor chemist, Sylhet 						Pharmacy	uposhohor-chemist																	
07/10/2025 15:31:36	Ratna Pharmacy	+880 1712 687504	Subhanighat point, In front of IBN Sina, Sylhet 						Pharmacy	ratna-pharmacy																	
07/10/2025 15:31:36	City Pharmacy	+880 1843 292962	Bhai Bhai Mansion, N Bagbari Rd, Sylhet 						Pharmacy	city-pharmacy																	
07/10/2025 15:31:36	The country Medicine Corner		The country Medicine Corner, Sylhet 						Pharmacy	the-country-medicine-corner																	
07/10/2025 15:31:36	Adhunik Pharmacy	+880 1716 192560	35 Mirabazar-Subhanighat Rd, Sylhet 						Pharmacy	adhunik-pharmacy																	
07/10/2025 15:31:36	Anukul Pharmacy	+880 1738 897130	Anukul Pharmacy, Akhalia Nuton Bazar, Sylhet 						Pharmacy	anukul-pharmacy																	
07/10/2025 15:31:36	Bishwanath Pharmacy	+880 1716 688262	11, Jayan Complex, Jalalabad Ragib-Rabeya Medical Road, Pathantula, Sylhet 						Pharmacy	bishwanath-pharmacy																	
07/10/2025 15:31:36	 Raiyan Pharmacy	+880 1733 500900	 Raiyan Pharmacy, Kumar Para, Sylhet 						Pharmacy	raiyan-pharmacy																	
07/10/2025 15:31:36	Popular Pharmacy	+880 1929 336367	Popular Pharmacy, Poscim Kazi Bazar, Raja Complex, Sylhet 						Pharmacy	popular-pharmacy																	
07/10/2025 15:31:36	Bismillah Pharmacy	+880 1727 138863	Puraton Puler Mukh, Station Rd, Sylhet 						Pharmacy	bismillah-pharmacy																	
07/10/2025 15:31:36	M. Rahman Pharmacy	+880 1721 011756	2 No, Neharipara, Akhaliya, Sylhet 						Pharmacy	m-rahman-pharmacy																	
07/10/2025 15:31:36	FamilyCare Pharmacy	+880 1703 592560	4 No. Abdul Goni Super Market, Sylhet 		https://www.facebook.com/familycarepharmacybd/				Pharmacy	familycare-pharmacy																	
07/10/2025 15:31:36	Pranto Pharmacy	+880 1929 257125	Sylhet 						Pharmacy	pranto-pharmacy																	
07/10/2025 15:31:36	Rahat Pharmacy		Electric Supply Rd, Sylhet 						Pharmacy	rahat-pharmacy																	
07/10/2025 15:31:36	Ayan Phy	+880 1746 147153	Sylhet 						Pharmacy	ayan-phy																	
07/10/2025 15:31:36	Surma Pharmacy & Surma Mega Shop	+880 1706 899637	Bishwa Road, Mirabazar-Subhanighat Rd, Sylhet 						Pharmacy	surma-pharmacy-surma-mega-shop																	
07/10/2025 15:31:36	 Hamja Medicine Center	+880 1703 160690	 Hamja Medicine Center, Lodhi Complex, Bishwa Road, Mirabazar-Subhanighat Rd, Sylhet 						Pharmacy	hamja-medicine-center																	
07/10/2025 15:31:36	Ergon Pharmaceutical Sylhet	+880 1712 071841	123/123 kakoli shopping centre, Sylhet 						Pharmacy	ergon-pharmaceutical-sylhet																	
07/10/2025 15:31:36	Friends' Pharmacy	+880 821 719599	Nurai-12/2B Sylhet - Sunamganj Hwy, Sylhet সিলেট - সুনামগঞ্জ মহাসড়ক, Sylhet 						Pharmacy	friends-pharmacy																	
07/10/2025 15:31:36	Nazma Pharmacy	+880 1710 297072	Osmani, Medical Rd, Sylhet 1207 						Pharmacy	nazma-pharmacy																	
07/10/2025 15:31:36	Square Pharmacy	+880 1711 078176	Square Pharmacy, Diabetic Hospital Road, Sylhet 						Pharmacy	square-pharmacy																	
07/10/2025 15:31:36	The Central Pharmacy 		The Central Pharmacy , Medical College Rd, Sylhet 						Pharmacy	the-central-pharmacy																	
07/10/2025 15:31:36	Kabir Pharmacy	+880 1919 930865	Kabir Pharmacy, Sylhet 						Pharmacy	kabir-pharmacy																	
07/10/2025 15:31:36	Orin Pharmacy	+880 1715 172664	Orin Pharmacy, Sylhet 						Pharmacy	orin-pharmacy																	
07/10/2025 15:31:36	The Popular Pharmacy	+880 1787 504077	The Popular Pharmacy, Nayasarak Rd, Sylhet 						Pharmacy	the-popular-pharmacy																	
07/10/2025 15:31:36	Unique Pharma-Model Pharmacy	+880 1701 824546	Unique Pharma-Model Pharmacy, Sylhet 						Pharmacy	unique-pharmamodel-pharmacy																	
07/10/2025 15:31:36	Gulf Pharmacy	+880 1913 782520	Gulf Pharmacy, Modina Market, Sylhet 						Pharmacy	gulf-pharmacy																	
07/10/2025 15:31:36	Madina Pharmacy	+880 1673 238707	Madina Pharmacy, Station Road, Purano Puler Mukh, Sylhet 						Pharmacy	madina-pharmacy																	
07/10/2025 15:31:36	Lloyd's Medical	+880 1792 252797	Ariport Amborkhana,Sylhet bd, Airport Rd, Ariport Road, Amborkhana,Sylhet bd 3100 						Pharmacy	lloyds-medical																	
07/10/2025 15:31:36	Janani Pharmacy	+880 1704 825277	Janani Pharmacy, Sylhet 						Pharmacy	janani-pharmacy																	
07/10/2025 15:31:36	Sylhet Brotherhood Pharmacy	+880 821 721037	Modhushohid, Medical College Rd, Sylhet 						Pharmacy	sylhet-brotherhood-pharmacy																	
07/10/2025 15:31:36	Shareng Pharmecy	+880 1786 668233	Shareng Pharmecy, Dhaka - Sylhet Hwy, Sylhet 						Pharmacy	shareng-pharmecy																	
07/10/2025 15:31:36	Life Care Pharmacy	+880 1958 663277	Chandnighat Rd, Sylhet 		https://www.facebook.com/profile.php?id=100056319242804				Pharmacy	life-care-pharmacy																	
07/10/2025 15:31:36	Shopnil Medicine Corner	+880 1700 843096	Shopnil Medicine Corner, Sylhet 						Pharmacy	shopnil-medicine-corner																	
07/10/2025 15:31:36	Green Pharmacy	+880 1717 130851	Green Pharmacy, Electric Supply Road, West Shahi Eidgah, North Kazitula, Sylhet 						Pharmacy	green-pharmacy																	
07/10/2025 15:31:36	Neha Pharmacy	+880 1712 372020	Neha Pharmacy, Sylhet 						Pharmacy	neha-pharmacy																	
07/10/2025 15:31:36	Mitali Pharmacy	+880 1911 700059	Mitali Pharmacy, Airport Rd, Sylhet 						Pharmacy	mitali-pharmacy																	
07/10/2025 15:31:36	G.M Pharmacy	+880 1728 708927	G.M Pharmacy, Sylhet 						Pharmacy	gm-pharmacy																	
07/10/2025 15:31:36	Ahmed Pharmacy	+880 1763 764766	Sylhet 						Pharmacy	ahmed-pharmacy																	
07/10/2025 15:31:36	Brothers Pharmacy	+880 1797 216807	Brothers Pharmacy, New Medical Road, Kajalshah, Opposite of Medinova, Sylhet 						Pharmacy	brothers-pharmacy																	
07/10/2025 15:31:36	SIR Pharmacy-Ambarkhana Branch	+880 1756 932018	Al-Fazal plaza ,Dharsgan Deuri, Sylhet 						Pharmacy	sir-pharmacyambarkhana-branch																	
07/10/2025 15:31:36	Mizba Pharmacy	+880 1726 382216	11, New Medical Road, Kajalshah, Munsipara, Sylhet 1207 						Pharmacy	mizba-pharmacy																	
07/10/2025 15:31:36	Sylhet Pharma	+880 1703 288233	1-2, Giri Banijyo Bhavan, East Chowhatta, Sylhet 		https://www.facebook.coylhet-pharma-1551320101848149/				Pharmacy	sylhet-pharma																	
07/10/2025 15:31:36	Khalaruka Minha Pharmacy	+880 1753 283543	Sylhet 						Pharmacy	khalaruka-minha-pharmacy																	
07/10/2025 15:31:36	The Pharmacy	+880 1746 260038	The Pharmacy, Syllhet Shahid Shamsuddin Ahmed Hospital Dargah Mahalla, Sylhet 						Pharmacy	the-pharmacy																	
07/10/2025 15:31:36	Sylhet Pharmacy	+880 1797 161353	Shahporan Gate,Beside 4 no khadim para union parisod, Sylhet 						Pharmacy	sylhet-pharmacy																	
07/10/2025 15:31:36	B.K. Pharmacy	+880 1712 556632	 B.K. Pharmacy, Doyel, Shubid Bazar, Sylhet 						Pharmacy	bk-pharmacy																	
07/10/2025 15:31:36	Mahin Pharmacy	+880 1715 029601	 Mahin Pharmacy, Sylhet 						Pharmacy	mahin-pharmacy																	
07/10/2025 15:31:36	Begum Pharmacy	+880 1774 528411	Electric Supply Rd, Sylhet 						Pharmacy	begum-pharmacy																	
07/10/2025 15:31:36	Family Pharmacy And Surgical	+880 1636 654013	Family Pharmacy And Surgical, Sylhet 						Pharmacy	family-pharmacy-and-surgical																	
07/10/2025 15:31:36	Shefali Pharmacy	+880 1724 691162	2nd Gate, New Medical Road, Kajalshah, Sylhet 						Pharmacy	shefali-pharmacy																	
07/10/2025 15:31:36	Al-Aksa Medical Hall	+880 1717 725177	Al-Aksa Medical Hall, Sylhet 						Pharmacy	alaksa-medical-hall																	
07/10/2025 15:31:36	Dey's Pharma	+880 1717 644429	Chowhatta Point Towards ambhorkhana sylhet 						Pharmacy	deys-pharma																	
07/10/2025 15:31:36	Shahporan Pharmacy	+880 1746 260038	 Shahporan Pharmacy, Sylhet 						Pharmacy	shahporan-pharmacy																	
07/10/2025 15:31:36	Jalalabad Pharmacy	+880 1711 271379	Jalalabad Pharmacy, Ragib-Rabeya Medical Road, West Pathantula, Sylhet 						Pharmacy	jalalabad-pharmacy																	
07/10/2025 15:31:36	Gobindogonj Pharmacy	+880 1712 509879	Gobindogonj Pharmacy, Ragib-Rabeya Medical College And Hospital, South Gate, Tarapur, Pathantula, Sylhet 						Pharmacy	gobindogonj-pharmacy																	
07/10/2025 15:31:36	Medi Centre Pharmacy	+880 1781 301450	Medi Centre Pharmacy, Syed Burhan Uddin Rd, Sylhet 						Pharmacy	medi-centre-pharmacy																	
07/10/2025 15:31:36	The Bangla Pharmacy	+880 1971 046121	34, Ground Floor, Stadium Market, Sylhet 						Pharmacy	the-bangla-pharmacy																	
07/10/2025 15:31:36	Capital Pharmacy	+880 1713 310210	Capital Pharmacy, N2, Sylhet 						Pharmacy	capital-pharmacy																	
07/10/2025 15:31:36	Naz Pharmacy	+880 1611 998589	Naz Pharmacy, Sylhet - Sunamganj Hwy, Sylhet 						Pharmacy	naz-pharmacy																	
07/10/2025 15:31:36	Al-Amin Pharmacy	+880 1729 532803	Al-Amin Pharmacy, Al Barakat Mansion, Kadamtoli Point, Sylhet 						Pharmacy	alamin-pharmacy																	
07/10/2025 15:31:36	Mahin Pharmacy	01615029601,02997700154	Ongobir Road, Dhakhin Surma, Sylhet	dr.ataur11@gmail.com				Morning:10 am - 11 pm	Pharmacy	mahin-pharmacy																	
07/10/2025 15:31:36	Sylheti Wedding Photography & Events	01716543368, 01616543368	Zindabazar, Sylhet, Sylhet Division 						Photography	sylheti-wedding-photography-events																	
07/10/2025 15:31:36	Alochaya Digital Photo Studio	01716687174, 01739896969	76 Samad Plaza, West Bazar						Photography	alochaya-digital-photo-studio																	
07/10/2025 15:31:36	Focus Colour Lab and Photography	0821 722947, 01711920456	Sylhet Millennium, Zindabazar						Photography	focus-colour-lab-and-photography																	
07/10/2025 15:31:36	Kodak Color Lab	0821 717152	Overseas Center, Zindabazar						Photography	kodak-color-lab																	
07/10/2025 15:31:36	Ma-Moni Digital Studio	01719045080	Shah Jalal Market, College Road						Photography	mamoni-digital-studio																	
07/10/2025 15:31:36	Memory Digital Video Center	01725109079, 01190916349	7 Biponi Bitan, Zindabazar						Photography	memory-digital-video-center																	
07/10/2025 15:31:36	Models		Raja Mansion, Jollarpar Road, Zindabazar						Photography	models																	
07/10/2025 15:31:36	Oli Photo Studio		Iddris Market (1st Floor), Zindabazar						Photography	oli-photo-studio																	
07/10/2025 15:31:36	Photoworld	0821 714014	Latif Centre (Ground Floor), Zindabazar						Photography	photoworld																	
07/10/2025 15:31:36	Raj Lokki Digital Studio	01712957535	Zindabazar						Photography	raj-lokki-digital-studio																	
07/10/2025 15:31:36	Sourob Digital Photographers	01716567505	North Bazar Point (2nd Floor)						Photography	sourob-digital-photographers																	
07/10/2025 15:31:36	Studio Desh	01712331441	Stadium Market, Rikabi Bazar						Photography	studio-desh																	
07/10/2025 15:31:36	Ananda Digital Studio	01715171678, 01615171678	Sree Sree Jogonnath Jiu Market, Zindabazar						Photography	ananda-digital-studio																	
07/10/2025 15:31:36	Sylhety Bridal Momentz	01716543368	Liyakot Bhaban, Jallarpar, Sylhet						Photography	sylhety-bridal-momentz																	
07/10/2025 15:31:36	Onustan	01711224260	Valley Tower, Moulvibazar, Sylhet						Photography	onustan																	
07/10/2025 15:31:36	Onustan Wedding Film & Photography Company	01711224260	Valley Tower, Shomshernogor Rd, Chowmuhona, Moulvibazar, Sylhet						Photography	onustan-wedding-film-photography-company																	
07/10/2025 15:31:36	Panna Digital Studio	01712648285	Kastoghar Road, Sylhet						Photography	panna-digital-studio																	
07/10/2025 15:31:36	Canvas Photography & Event Guide	01612238484	116 / Al-Falah Tower, dhupadighirpar Sylhet						Photography	canvas-photography-event-guide																	
07/10/2025 15:31:36	Studio 2 An Event Management & Wedding Planner	01733017571	Subid Bazar, Sylhet, Sylhet Division 						Photography	studio-2-an-event-management-wedding-planner																	
07/10/2025 15:31:36	Office of the Superintendent of Police	01713374366	Hazrat Shahjalal Rd, Sylhet						Police Station	office-of-the-superintendent-of-police																	
07/10/2025 15:31:36	Sylhet Police Line		Medical College Rd, Sylhet						Police Station	sylhet-police-line																	
07/10/2025 15:31:36	Kotwali Model Police Station	01713374517	Kazir Bazar Rd, Sylhet						Police Station	kotwali-model-police-station																	
07/10/2025 15:31:36	Lamabazar Police Fari	0821 718025	Lamabazar Rd, Sylhet						Police Station	lamabazar-police-fari																	
07/10/2025 15:31:36	Police Super Office	01713374366	DC Office Rd, Sylhet						Police Station	police-super-office																	
07/10/2025 15:31:36	Amberkhana Police Station		Mojomdari Airport Road, Sylhet						Police Station	amberkhana-police-station																	
07/10/2025 15:31:36	Police Commisoner Office	01995100100	10 Kumarpara Rd, Sylhet						Police Station	police-commisoner-office																	
07/10/2025 15:31:36	Deputy Police Commissioner (North) Office	01713374509	House No-Urmi-35, Sonar Para, Shibgonj, Sylhet						Police Station	deputy-police-commissioner-north-office																	
07/10/2025 15:31:36	Police Bureau of Investigation (PBI) Sylhet	0821 719549, 01769690346	House no. 3 Road no. E/1, Block C, Uposhohor, Sylhet						Police Station	police-bureau-of-investigation-pbi-sylhet																	
07/10/2025 15:31:36	South Surma Police Station	01713374518	Sylhet City Bypass, Sylhet						Police Station	south-surma-police-station																	
07/10/2025 15:31:36	Police Camp, Alampur		Sylhet						Police Station	police-camp-alampur																	
07/10/2025 15:31:36	Jalalabad police station	01713374522	Sylhet						Police Station	jalalabad-police-station																	
07/10/2025 15:31:36	Airport Police Station		Salutikor Rd, Sylhet						Police Station	airport-police-station																	
07/10/2025 15:31:36	Mogla Bazer police station		N208, Khalmukh Bazar, Sylhet						Police Station	mogla-bazer-police-station																	
07/10/2025 15:31:36	Moglabazar Police Station	01713374519	Sylhet						Police Station	moglabazar-police-station																	
07/10/2025 15:31:36	Bandar Bazar Police Fari		Bandar Bazar Rd, Sylhet						Police Station	bandar-bazar-police-fari																	
07/10/2025 15:31:36	Sylhet Metropolitan Police Office	0821 716968	Kumarpara Rd, Sylhet						Police Station	sylhet-metropolitan-police-office																	
07/10/2025 15:31:36	Subhanighat Police Outpost	0821 718027	Chubhani Ghat Rd, Sylhet						Police Station	subhanighat-police-outpost																	
07/10/2025 15:31:36	Sylhet Railway Police Station	01711506150	Sylhet						Police Station	sylhet-railway-police-station																	
07/10/2025 15:31:36	Emergency Helpline	999	Sylhet						Police Station	emergency-helpline																	
07/10/2025 15:31:36	Ambarkhana Police Station	0821 718025	Ambarkhana, Sylhet						Police Station	ambarkhana-police-station																	
07/10/2025 15:31:36	Balaganj Police Station	0822 256001, 01713374376	Sylhet						Police Station	balaganj-police-station																	
07/10/2025 15:31:36	Beanibazar Police Station	0822 356013, 01713374382	Sylhet						Police Station	beanibazar-police-station																	
07/10/2025 15:31:36	Bishwanath Police Station	0822 456028, 01713374384	Sylhet						Police Station	bishwanath-police-station																	
07/10/2025 15:31:36	Companiganj Police Station	0822 556003, 01713374380	Sylhet						Police Station	companiganj-police-station																	
07/10/2025 15:31:36	Fenchuganj Police Station	0822 656014, 01713374385	Sylhet						Police Station	fenchuganj-police-station																	
07/10/2025 15:31:36	Goainhat Police Station	0822 856003, 01713374378	Sylhet						Police Station	goainhat-police-station																	
07/10/2025 15:31:36	Golapganj Police Station	0822756024, 01713374383	Sylhet						Police Station	golapganj-police-station																	
07/10/2025 15:31:36	Jaintiapur Police Station	0822 956001, 01713374377	Sylhet						Police Station	jaintiapur-police-station																	
07/10/2025 15:31:36	Jakiganj Police Station	0823 256007, 01713374381	Sylhet						Police Station	jakiganj-police-station																	
07/10/2025 15:31:36	Kanaighat Police Station	0823 356003, 01713374379	Sylhet						Police Station	kanaighat-police-station																	
07/10/2025 15:31:36	Kotwali Police Station	0821 713433, 0821 717030	Sylhet						Police Station	kotwali-police-station																	
07/10/2025 15:31:36	Osmani Nagar Police Station	0842 56049, 01713374387	Sylhet						Police Station	osmani-nagar-police-station																	
07/10/2025 15:31:36	Sylhet Police Control Room	0827 18585	Sylhet						Police Station	sylhet-police-control-room																	
07/10/2025 15:31:36	Sylhet Super	0821 716304, 01713374366	Sylhet						Police Station	sylhet-super																	
07/10/2025 15:31:36	Akbar Computers & Book Binding House	0158322511	Laldigi New Market, Bondor Bazar, Sylhet						Printing & Packaging	akbar-computers-book-binding-house																	
07/10/2025 15:31:36	Barta Offset Press	0821 4340095, 01711334611	Liyakot Bhobon, Jollarpar Road, Zindabazar, Sylhet						Printing & Packaging	barta-offset-press																	
07/10/2025 15:31:36	Bengal Offset Printers	01716767644	Zindabazar, Sylhet						Printing & Packaging	bengal-offset-printers																	
07/10/2025 15:31:36	Chalantika Printers	01712516043	Chowhatta Point, Sylhet						Printing & Packaging	chalantika-printers																	
07/10/2025 15:31:36	City Offset Press	+8801783401590, +8801747915051	18/8 Uttoron, Baruthkhana, Sylhet						Printing & Packaging	city-offset-press																	
07/10/2025 15:31:36	Classic Printing and Packaging	0821 2830636	Borkotia Super Market, Amberkhana, Sylhet						Printing & Packaging	classic-printing-and-packaging																	
07/10/2025 15:31:36	Graphic View	0821 2861420, 01190949214	Barkatia Super Market, Amborkhana, Sylhet						Printing & Packaging	graphic-view																	
07/10/2025 15:31:36	Manna Cards Garden	01712358358, 01731247911	4/2 Surma Market, Sylhet						Printing & Packaging	manna-cards-garden																	
07/10/2025 15:31:36	Media Square	01716440095	Nehar Market (1st Floor), East Zindabazar, Sylhet						Printing & Packaging	media-square																	
07/10/2025 15:31:36	Mohammadi Offset Press	01720520960	Lal Bazar Road, Barutkhana, Sylhet						Printing & Packaging	mohammadi-offset-press																	
07/10/2025 15:31:36	Naksha Printers		City Super Market, Sylhet						Printing & Packaging	naksha-printers																	
07/10/2025 15:31:36	Printak Computer	01722864920	16 City Market						Printing & Packaging	printak-computer																	
07/10/2025 15:31:36	Relaks Printing & Packaging	0821 2832120, 01712622659	60 City Super Market, Bondor Bazar, Sylhet						Printing & Packaging	relaks-printing-packaging																	
07/10/2025 15:31:36	Shuvo Offset Press	01712035463	74 City Super Market, Sylhet						Printing & Packaging	shuvo-offset-press																	
07/10/2025 15:31:36	The Quswa Computer	01711478244	16 City Bangick Bhaban, Bondor Bazar, Sylhet						Printing & Packaging	the-quswa-computer																	
07/10/2025 15:31:36	Trade Linkers Office Automation 	0821 717164	Planet Araf (4th Floor), Zindabazar, Sylhet						Printing & Packaging	trade-linkers-office-automation																	
07/10/2025 15:31:36	T-Works	01842896757	Point View (2nd floor), VIP Road, Lamabazar Point						Printing & Packaging	tworks																	
07/10/2025 15:31:36	SylGraph Printers	00821728799, 01710130598, 01552634766	Probaho 16, Mirjazangal Road, Taltola						Printing & Packaging	sylgraph-printers																	
07/10/2025 15:31:36	Ekota Book Binding	01720824843, 01916 347385	City Super Market, Bandor Bazar, Sylhet						Printing & Packaging	ekota-book-binding																	
07/10/2025 15:31:36	Surma Printers	0821718333	Zindabazar,Sylhet-3100						Printing & Packaging	surma-printers																	
07/10/2025 15:31:36	Onupom Offset Printing	01618322983	Raza Mension (2nd floor), Zindabazar, Sylhet						Printing & Packaging	onupom-offset-printing																	
07/10/2025 15:31:36	RR Printers	01712100062	Muktijudha Songsod Goli, Zindabazar, Sylhet						Printing & Packaging	rr-printers																	
07/10/2025 15:31:36	Classic Jalalia Printing & Packaging	01716128268	Waves A 70, Amberkhana, Sylhet						Printing & Packaging	classic-jalalia-printing-packaging																	
07/10/2025 15:31:36	Graphics Zone Offset Press	01713806858, 01713814734	Surma Tower, Sylhet						Printing & Packaging	graphics-zone-offset-press																	
07/10/2025 15:31:36	Platinum IT	01716 262631	Taltola Point Provah, 18 Mirjajangal Rd, Sylhet	platinumit.sylhet@gmail.com		https://www.facebook.com/platinumitsylbd/	Digital Marketing,Training,Website & Graphic Design,Press Printing,UV Printing,Laser Cutting	9 am to 9 pm	Printing & Packaging	platinum-it																	
07/10/2025 15:31:36	Al-Amin Model City	0821 816119, 0171127096	Laladighir Par, Lamabazar						Property Development	alamin-model-city																	
07/10/2025 15:31:36	Ark Real Estate	0821 813254	Nahar Tower (2nd Floor), Noyasorok						Property Development	ark-real-estate																	
07/10/2025 15:31:36	BD Sthapona	017121661208	Nahar Tower(3rd Floor), Noyashorok						Property Development	bd-sthapona																	
07/10/2025 15:31:36	Britannia SAMANA	0821 8834956	Mahmudabad, Ambarkhana						Property Development	britannia-samana																	
07/10/2025 15:31:36	Federal Associate	0821 2831912	Nahar Tower (3rd Floor), Naya Shorak						Property Development	federal-associate																	
07/10/2025 15:31:36	Hill View Trading Company 	0821 814618	Gulistan Market (1st Floor), Laldighirpar						Property Development	hill-view-trading-company																	
07/10/2025 15:31:36	Khadra International Limited	0821 2830881, 01711 012518	Dorgah Mohollah						Property Development	khadra-international-limited																	
07/10/2025 15:31:36	Masha Model Town	01715056225	Dharabohor						Property Development	masha-model-town																	
07/10/2025 15:31:36	Multiplan Limited	0189567855, 0175020824	House 3, Road 35, Block D, Uposhahar						Property Development	multiplan-limited																	
07/10/2025 15:31:36	Paragon Property 	0821 710122	126, Block D, Islampur, Kalzuri R/A						Property Development	paragon-property																	
07/10/2025 15:31:36	Royal Homes Limited	0821 811709, 0821 2830281	Shefa Bhaban (3rd floor), Mirboxtula						Property Development	royal-homes-limited																	
07/10/2025 15:31:36	Sonargaon Housing	0821 810832,0821 2830365	Sylhet Trade Center, Subhanighat						Property Development	sonargaon-housing																	
07/10/2025 15:31:36	South Surma City 	0821 810832	Sylhet Trade Center, Sobhanighat						Property Development	south-surma-city																	
07/10/2025 15:31:36	Syl-Valley Property Developers	0821 716516, 01757661088, 01778481875	Syl-Valley Castle, VIP Road , Teli Hawor, Sylhet						Property Development	sylvalley-property-developers																	
07/10/2025 15:31:36	Sylhet Dubailand Development	1611800363	Sylhet Tamabil Road						Property Development	sylhet-dubailand-development																	
07/10/2025 15:31:36	Sylhet EyeCity 	0821 711100, 01711127096	Khairun Bhaban (2nd Floor), Mirboxtula						Property Development	sylhet-eyecity																	
07/10/2025 15:31:36	Sylhet Valley City Resort 	0821 813023	Al-Fazal Plaza (1st Floor) Darshan Deuri						Property Development	sylhet-valley-city-resort																	
07/10/2025 15:31:36	The Man and Company 	0821 814500	Garden Tower, Shajalal Bridge, Link Road						Property Development	the-man-and-company																	
07/10/2025 15:31:36	Extream Thai Aluminium	+8801715110261	Tamabil Road, Tilagar, Sylhet						Property Development	extream-thai-aluminium																	
07/10/2025 15:31:36	BD Sthapona	#ERROR!	Sthapona Noorjahan Shamota-7, chalibandar, Subhanighat,						Property Development	bd-sthapona																	
07/10/2025 15:31:36	Engineering Architect Builders	01936155965/01819822524	Rahmania Mansion 2nd floor, hotel saffron,uposhahar road, shibgonj point, sylhet.						Property Development	engineering-architect-builders																	
07/10/2025 15:31:36	Syl Valley Properties	01743437773	VIP road, Telihower, Sylhet						Property Development	syl-valley-properties																	
07/10/2025 15:31:36	Optimum Real Estate	0821 719402, 01711923345	29 Chayanir, VIP Road, Lamabazar, Sylhet						Property Development	optimum-real-estate																	
07/10/2025 15:31:36	Dreamland Property Developer	0821 726344, 01712 328 822	Udichi, Anamika-30/A, East Shahi Eidgah, Sylhet						Property Development	dreamland-property-developer																	
07/10/2025 15:31:36	Holy Urban Properties	01713486327	Sylhet Airport Road, Sylhet						Property Development	holy-urban-properties																	
07/10/2025 15:31:36	Contractor Muslim Uddin	01726002667	Shajalal Upashahar	null	null				Property Development	contractor-muslim-uddin																	
07/10/2025 15:31:36	Al-Hamra Holiday Home	0821 719076	Al-Hamra Shopping City (9th Floor), Zindabazar						Property Rental & Management	alhamra-holiday-home																	
07/10/2025 15:31:36	Al-Modina Housing Estate	01711941052	Hotel Al-Modina & Residential (2nd floor)						Property Rental & Management	almodina-housing-estate																	
07/10/2025 15:31:36	Land City	01711365165	Dorshon Deuri, Ambarkhana						Property Rental & Management	land-city																	
07/10/2025 15:31:36	Sylhet International Estate Agents	0821 727225, 01773413737	12 London Mansion (2nd Floor), Zindabazar						Property Rental & Management	sylhet-international-estate-agents																	
07/10/2025 15:31:36	RSA Property Management	+8801740742673	69 Al Islah, Block C, East Balurchor, Sylhet						Property Rental & Management	rsa-property-management																	
07/10/2025 15:31:36	Rupayan Land Development 	+880 821 2832092	Rose View Complex (1st Floor), Plot-2, Block-D, Shahjalal Uposhahar, Sylhet						Property Rental & Management	rupayan-land-development																	
07/10/2025 15:31:36	Bahadurpur House Properties	01681168859	Mirabazar Sylhet Bangladesh						Property Rental & Management	bahadurpur-house-properties																	
07/10/2025 15:31:36	HM Furnishings Company Limited	0088 01711975341,0821 712733	Level#5,Farid plaza,jallarpar road sylhet						Property Rental & Management	hm-furnishings-company-limited																	
07/10/2025 15:31:36	Somonnoy Real Estate	#ERROR!	West world Shopping City label-6 West zindabazar,Sylhet-3100						Property Rental & Management	somonnoy-real-estate																	
07/10/2025 15:31:36	R N Tower	01715171755	R N Tower,Chowhatta,Sylhet				Accommodation for corporate office,customer care, showroom, convention ATM booth.		Property Rental & Management	r-n-tower																	
07/10/2025 15:31:36	Adamjee Masala	0821 714693	kalighat						Restaurant	adamjee-masala																	
07/10/2025 15:31:36	Anupam Chinese	0821 712241	North Dhupadighir Par						Restaurant	anupam-chinese																	
